"[101, 7276, 2171, 2013, 2073, 1056, 2487, 1012, 2171, 2013, 2004, 1056, 2487, 1012, 2171, 2013, 2004]","[101, 7276, 19568, 1035, 2171, 2013, 19568, 2344, 2011, 3076, 1035, 3977, 4078, 2278, 5787, 1015, 102]",dorm_1,select name from where t1 . name from as t1 . name from as,select dorm _ name from dorm order by student _ capacity desc limit 1
"[101, 7276, 2171, 2013, 2073, 1056, 2487, 1012, 2171, 2013, 102]","[101, 7276, 2136, 2013, 2447, 2344, 2011, 2287, 4078, 2278, 5787]",school_player,select name from where t1 . name from,select team from player order by age desc limit
"[101, 7276, 1056, 2487, 1012, 2171, 2013, 1035, 8909, 2013, 2004, 1056, 2487, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035]","[101, 7276, 1056, 2475, 1012, 4031, 1035, 2171, 2013, 3471, 2004, 1056, 2487, 3693, 4031, 2004, 1056, 2475, 2006, 1056, 2487, 1012, 4031, 1035, 8909, 1027, 1056, 2475, 1012, 4031, 1035, 8909, 2177, 2011, 1056, 2475, 1012, 4031, 1035, 2171, 2344, 2011, 4175, 1006, 1008, 1007, 4078, 2278, 5787, 1017, 102]",tracking_software_problems,select t1 . name from _ id from as t1 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _,select t2 . product _ name from problems as t1 join product as t2 on t1 . product _ id = t2 . product _ id group by t2 . product _ name order by count ( * ) desc limit 3
"[101, 7276, 2171, 2013, 2073, 1056, 2487, 1012, 2171, 2013, 2073, 1056, 2487, 1012, 2171, 2013, 2073, 1056, 2487, 1012, 2171, 2013, 2073, 1056, 2487]","[101, 7276, 2171, 2013, 4511, 2073, 2095, 1026, 1006, 7276, 8117, 1006, 2095, 1007, 2013, 4511, 2073, 23910, 1027, 1000, 4435, 2121, 1000, 1007, 102]",wine_1,select name from where t1 . name from where t1 . name from where t1 . name from where t1,"select name from wine where year < ( select min ( year ) from wine where winery = "" brander "" )"
"[101, 7276, 20704, 2290, 1006, 1008, 1007, 2013, 2073, 1056, 2487, 1012, 1035, 8909, 2013, 2073, 1056, 2487, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475]","[101, 7276, 20704, 2290, 1006, 7281, 1035, 3976, 1007, 1010, 8117, 1006, 7281, 1035, 3976, 1007, 1010, 4098, 1006, 7281, 1035, 3976, 1007, 2013, 4538, 2073, 2095, 1026, 2268, 102]",theme_gallery,select avg ( * ) from where t1 . _ id from where t1 . _ id = t2 . _ id = t2,"select avg ( ticket _ price ) , min ( ticket _ price ) , max ( ticket _ price ) from exhibition where year < 2009"
"[101, 7276, 1056, 2487, 1012, 2171, 2013, 1035, 8909, 2013, 2004, 1056, 2487, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027]","[101, 7276, 1056, 2509, 1012, 2171, 2013, 2739, 1035, 3189, 2004, 1056, 2487, 3693, 2724, 2004, 1056, 2475, 2006, 1056, 2487, 1012, 2724, 1035, 8909, 1027, 1056, 2475, 1012, 2724, 1035, 8909, 3693, 4988, 2004, 1056, 2509, 2006, 1056, 2487, 1012, 4988, 1035, 8909, 1027, 1056, 2509, 1012, 4988, 1035, 8909, 2177, 2011, 1056, 2509, 1012, 2171, 2383, 4175, 1006, 1008, 1007, 1028, 1015, 102]",news_report,select t1 . name from _ id from as t1 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id =,select t3 . name from news _ report as t1 join event as t2 on t1 . event _ id = t2 . event _ id join journalist as t3 on t1 . journalist _ id = t3 . journalist _ id group by t3 . name having count ( * ) > 1
"[101, 7276, 1056, 2487, 1012, 2171, 2013, 2073, 1056, 2487, 1012, 2171, 2013, 2073, 1056, 2487, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 2171, 2013, 2073, 1056, 2487, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 2171, 2013, 2073, 1056, 2487, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 2171, 2013, 2073, 1056, 2487]","[101, 7276, 1056, 2487, 1012, 2171, 2013, 3076, 2004, 1056, 2487, 3693, 3138, 2004, 1056, 2475, 2006, 1056, 2487, 1012, 8909, 1027, 1056, 2475, 1012, 8909, 2073, 1056, 2475, 1012, 2607, 1035, 8909, 1999, 1006, 7276, 1056, 2549, 1012, 3653, 2890, 4160, 1035, 8909, 2013, 2607, 2004, 1056, 2509, 3693, 3653, 2890, 4160, 2004, 1056, 2549, 2006, 1056, 2509, 1012, 2607, 1035, 8909, 1027, 1056, 2549, 1012, 2607, 1035, 8909, 2073, 1056, 2509, 1012, 2516, 1027, 1005, 2248, 5446, 1005, 1007, 102]",college_2,select t1 . name from where t1 . name from where t1 . _ id = t2 . _ id = t2 . _ id = t2 . name from where t1 . _ id = t2 . _ id = t2 . _ id = t2 . name from where t1 . _ id = t2 . _ id = t2 . name from where t1,select t1 . name from student as t1 join takes as t2 on t1 . id = t2 . id where t2 . course _ id in ( select t4 . prereq _ id from course as t3 join prereq as t4 on t3 . course _ id = t4 . course _ id where t3 . title = ' international finance ' )
"[101, 7276, 1056, 2487, 1012, 2171, 2013, 2004, 1056, 2487, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027]","[101, 7276, 1056, 2475, 1012, 29466, 1035, 2171, 1010, 1056, 2487, 1012, 29466, 1035, 3642, 2013, 2934, 2004, 1056, 2487, 3693, 2533, 2004, 1056, 2475, 2006, 1056, 2487, 1012, 29466, 1035, 3642, 1027, 1056, 2475, 1012, 29466, 1035, 3642, 2073, 1056, 2487, 1012, 11268, 1035, 2152, 1035, 3014, 1027, 1005, 6887, 1012, 1040, 1012, 1005, 2177, 2011, 1056, 2487, 1012, 29466, 1035, 3642, 2344, 2011, 4175, 1006, 1008, 1007, 4078, 2278, 5787, 1015, 102]",college_1,select t1 . name from as t1 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id =,"select t2 . dept _ name , t1 . dept _ code from professor as t1 join department as t2 on t1 . dept _ code = t2 . dept _ code where t1 . prof _ high _ degree = ' ph . d . ' group by t1 . dept _ code order by count ( * ) desc limit 1"
"[101, 7276, 4175, 1006, 1008, 1007, 2013, 102]","[101, 7276, 4175, 1006, 5664, 27166, 14074, 1007]",soccer_2,select count ( * ) from,select count ( distinct cname )
"[101, 7276, 1056, 2487, 1012, 1035, 8909, 2013, 1035, 8909, 2013, 1035, 8909, 102]","[101, 7276, 23561, 1035, 8909, 1010, 2544, 1035, 2193, 1010, 23561, 1035, 2828, 1035]",cre_Doc_Template_Mgt,select t1 . _ id from _ id from _ id,"select template _ id , version _ number , template _ type _"
"[101, 7276, 1056, 2487, 1012, 2171, 2013, 1035, 8909, 1027, 1056, 2487, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035]","[101, 7276, 1056, 2487, 1012, 2197, 1035, 2171, 2013, 3095, 2004, 1056, 2487, 3693, 10821, 2004, 1056, 2475, 2006, 1056, 2487, 1012, 3095, 1035, 8909, 1027, 1056, 2475, 1012, 3095, 1035, 8909, 3693, 3688, 2004, 1056, 2509, 2006, 1056, 2475, 1012, 4031, 1035, 8909, 1027, 1056, 2509, 1012, 4031, 1035, 8909, 2344, 2011, 1056, 2509, 1012, 4031, 1035, 3976, 5787, 1015, 102]",customer_complaints,select t1 . name from _ id = t1 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _,select t1 . last _ name from staff as t1 join complaints as t2 on t1 . staff _ id = t2 . staff _ id join products as t3 on t2 . product _ id = t3 . product _ id order by t3 . product _ price limit 1
"[101, 7276, 1056, 2487, 1012, 2171, 2013, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012]","[101, 7276, 1056, 2487, 1012, 2440, 18442, 1010, 1056, 2487, 1012, 8909, 1010, 4175, 1006, 1008, 1007, 2013, 2482, 1035, 11153, 2004, 1056, 2487, 3693, 2944, 1035, 2862, 2004, 1056, 2475, 2006, 1056, 2487, 1012, 8909, 1027, 1056, 2475, 1012, 9338, 2177, 2011, 1056, 2487, 1012, 8909, 1025, 102]",car_1,select t1 . name from _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 .,"select t1 . fullname , t1 . id , count ( * ) from car _ makers as t1 join model _ list as t2 on t1 . id = t2 . maker group by t1 . id ;"
"[101, 7276, 5664, 1035, 2171, 2013, 102]","[101, 7276, 5664, 10345, 1035, 2828, 2013]",customers_campaigns_ecommerce,select distinct _ name from,select distinct premises _ type from
"[101, 7276, 2171, 2013, 2073, 1056, 2487, 1012, 1035, 8909, 2013, 2073, 1056, 2487, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035]","[101, 7276, 2171, 2013, 4040, 2073, 4040, 1035, 8909, 2025, 1999, 1006, 7276, 4040, 1035, 8909, 2013, 5360, 1035, 2555, 1007, 102]",storm_record,select name from where t1 . _ id from where t1 . _ id = t2 . _,select name from storm where storm _ id not in ( select storm _ id from affected _ region )
"[101, 7276, 4175, 1006, 1008, 1007, 2013, 102]","[101, 7276, 7680, 1006, 3745, 1035, 4175, 1007]",tracking_share_transactions,select count ( * ) from,select sum ( share _ count )
"[101, 7276, 1035, 2171, 2013, 1035, 8909, 2013, 2073, 1056, 2487, 1012, 1035, 8909, 1027, 1056, 2487, 1012, 1035]","[101, 7276, 3058, 1010, 14101, 1035, 3642, 2013, 4633, 2073, 4098, 1035, 4860, 1035, 1042, 1028, 1027, 3770, 102]",bike_1,select _ name from _ id from where t1 . _ id = t1 . _,"select date , zip _ code from weather where max _ temperature _ f > = 80"
"[101, 7276, 1056, 2487, 1012, 2171, 2013, 2004, 1056, 2487, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012]","[101, 7276, 1056, 2487, 1012, 8013, 1035, 2171, 2013, 6304, 2004, 1056, 2487, 3693, 8013, 1035, 4449, 2004, 1056, 2475, 2006, 1056, 2487, 1012, 8013, 1035, 8909, 1027, 1056, 2475, 1012, 8013, 1035, 8909, 3693, 2344, 1035, 5167, 2004, 1056, 2509, 2006, 1056, 2475, 1012, 2344, 1035, 8909, 1027, 1056, 2509, 1012, 2344, 1035, 8909, 2073, 1056, 2509, 1012, 2344, 1035, 11712, 1027, 1006, 7276, 4098, 1006, 2344, 1035, 11712, 1007, 2013, 2344, 1035, 5167, 1007, 102]",customers_and_addresses,select t1 . name from as t1 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 . _ id = t2 .,select t1 . customer _ name from customers as t1 join customer _ orders as t2 on t1 . customer _ id = t2 . customer _ id join order _ items as t3 on t2 . order _ id = t3 . order _ id where t3 . order _ quantity = ( select max ( order _ quantity ) from order _ items )
"[101, 7276, 4175, 1006, 1008, 1007, 2013, 1035, 8909, 2013, 102]","[101, 7276, 4031, 1035, 2828, 1035, 3642, 1010, 4175, 1006, 1008]",solvency_ii,select count ( * ) from _ id from,"select product _ type _ code , count ( *"
"[101, 7276, 4175, 1006, 1008, 1007, 2013, 2073, 1056, 2487, 1012, 2171, 2013, 2073, 1056, 2487, 1012, 2171, 2013, 2073, 1056, 2487, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035]","[101, 7276, 5664, 4062, 3593, 1010, 2644, 2013, 14496, 25181, 2073, 9367, 1026, 1006, 7276, 4098, 1006, 9367, 1007, 2013, 14496, 25181, 2073, 2679, 3593, 1027, 6391, 2487, 1007, 102]",formula_1,select count ( * ) from where t1 . name from where t1 . name from where t1 . _ id = t2 . _,"select distinct driverid , stop from pitstops where duration < ( select max ( duration ) from pitstops where raceid = 841 )"
"[101, 7276, 4175, 1006, 1008, 1007, 2013, 2073, 1056, 2487, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475]","[101, 7276, 4433, 1035, 4060, 1035, 2193, 1010, 4433, 1035, 2465, 2013, 2674, 1035, 2161, 2073, 2597, 1027, 1000, 8291, 1000, 102]",match_season,select count ( * ) from where t1 . _ id = t2 . _ id = t2,"select draft _ pick _ number , draft _ class from match _ season where position = "" defender """
"[101, 7276, 1056, 2487, 1012, 2171, 2013, 2073, 1056, 2487, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056]","[101, 7276, 5664, 3063, 1035, 2171, 2013, 2299, 2073, 4155, 1027, 1000, 2394, 1000, 3272, 7276, 5664, 3063, 1035, 2171, 2013, 2299, 2073, 5790, 1028, 1022, 102]",music_1,select t1 . name from where t1 . _ id = t2 . _ id = t2 . _ id = t,"select distinct artist _ name from song where languages = "" english "" except select distinct artist _ name from song where rating > 8"
"[101, 7276, 1056, 2487, 1012, 2171, 2013, 1035, 8909, 2013, 2004, 1056, 2487, 1012, 1035, 8909, 1027]","[101, 7276, 23365, 1010, 4550, 1035, 12181, 2013, 2303, 1035, 12508, 2344, 2011, 23365, 2004, 2278, 102]",body_builder,select t1 . name from _ id from as t1 . _ id =,"select snatch , clean _ jerk from body _ builder order by snatch asc"
"[101, 7276, 4175, 1006, 1008, 1007, 2013, 102]","[101, 7276, 4175, 1006, 1008, 1007, 1010, 1056]",scientist_1,select count ( * ) from,"select count ( * ) , t"
"[101, 7276, 1056, 2487, 1012, 2171, 2013, 1035, 8909, 2013, 2004, 1056, 2487, 1012, 1035, 8909, 1027, 1056, 2475, 1012]","[101, 7276, 2132, 2013, 2533, 2177, 2011, 2533, 3593, 2344, 2011, 4175, 1006, 2533, 3593, 1007, 5787, 1015, 1025, 102]",hospital_1,select t1 . name from _ id from as t1 . _ id = t2 .,select head from department group by departmentid order by count ( departmentid ) limit 1 ;
"[101, 7276, 4175, 1006, 1008, 1007, 2013, 2073, 1056, 2487, 1012, 1035, 8909, 2013, 2073, 1056]","[101, 7276, 23561, 1035, 8909, 2013, 23561, 2015, 3272, 7276, 23561, 1035, 8909, 2013, 5491, 102]",cre_Doc_Template_Mgt,select count ( * ) from where t1 . _ id from where t,select template _ id from templates except select template _ id from documents
"[101, 7276, 1056, 2487, 1012, 2171, 2013, 1035, 8909, 2013, 102]","[101, 7276, 8013, 1035, 8909, 1010, 8013, 1035, 2171, 2013, 6304]",insurance_fnol,select t1 . name from _ id from,"select customer _ id , customer _ name from customers"
"[101, 7276, 1056, 2487, 1012, 2171, 2013, 1035, 8909, 1027, 1056, 2487, 1012, 1035, 8909, 1027, 1056]","[101, 7276, 4031, 1035, 2171, 2013, 3688, 2344, 2011, 4031, 1035, 3976, 4078, 2278, 5787, 1015, 102]",cre_Drama_Workshop_Groups,select t1 . name from _ id = t1 . _ id = t,select product _ name from products order by product _ price desc limit 1
"[101, 7276, 1056, 2487, 1012, 2171, 2013, 1035, 8909, 2013, 2004, 1056, 2487, 1012, 1035, 8909, 1027, 1056, 2487, 1012, 1035]","[101, 7276, 2051, 1035, 1997, 1035, 5309, 1010, 2287, 1010, 4769, 2013, 2266, 2344, 2011, 2051, 1035, 1997, 1035, 5309, 102]",coffee_shop,select t1 . name from _ id from as t1 . _ id = t1 . _,"select time _ of _ purchase , age , address from member order by time _ of _ purchase"
"[101, 7276, 1056, 2487, 1012, 1035, 8909, 2013, 1035, 8909, 1027, 1056, 2487, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056]","[101, 7276, 6254, 1035, 2828, 1035, 3642, 2013, 5491, 2177, 2011, 6254, 1035, 2828, 1035, 3642, 2383, 4175, 1006, 1008, 1007, 1028, 1018, 102]",document_management,select t1 . _ id from _ id = t1 . _ id = t2 . _ id = t,select document _ type _ code from documents group by document _ type _ code having count ( * ) > 4
"[101, 7276, 1056, 2487, 1012, 1035, 8909, 2013, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475, 1012, 1035, 8909, 1027, 1056, 2475]","[101, 7276, 4031, 1035, 2828, 1035, 3642, 2013, 3688, 2177, 2011, 4031, 1035, 2828, 1035, 3642, 2383, 4175, 1006, 1008, 1007, 1028, 1027, 1016, 102]",solvency_ii,select t1 . _ id from _ id = t2 . _ id = t2 . _ id = t2,select product _ type _ code from products group by product _ type _ code having count ( * ) > = 2
